word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
reproduce,仿造,"vi, vt",riːprə'djuːs,",riprə'dus",generate | repeat | breed | increase,reproductive | reproducible | reproducibly | reproduction | reproducer,CET6
estate,财产，产业；房地产,n,ɪ'steɪt; e-,ɪ'stet,identity | property | treasure | possession | worth,,CET6
hamper,妨碍，阻碍，牵制,"n, vt",'hæmpə,'hæmpɚ,let | chain | bound | hindrance | incumbrance,,CET6
handicap,妨碍，使不利,"n, vt",'hændɪkæp,'hændɪ'kæp,obstacle | let | bar | dam | disadvantage | let | slow,handicapper,CET6
handy,方便的；便于使用的,adj,'hændɪ,'hændi,sharp | quick | smart | keen | fly,handed | handless | handily | hand | handedness | handiness | handed | hand,CET6
offence,犯罪，犯规；冒犯,n,ə'fens,ə'fɛns,crime | attempt | attack | violation | guilt,offensive | offending | offenseless | offensively | offensive | offender | offense | offensiveness | offending | offend | offend,CET6
blunder,犯大错,"n, vt",'blʌndə,'blʌndɚ,misdo | boner | ricket,blundering | blunderer,CET6
mirror,反映，借鉴,"n, vt",'mɪrə,'mɪrɚ,example | lead | glass | image | echo,mirrored | mirrorlike | mirrored,CET6
reactor,反应堆,,rɪ'æktə,rɪ'æktɚ,,reactive | reactionist | reaction | reactivity | reactant | reactance | reactionism | reactionist | react | react,CET6
echo,回响,"n, vt",'ekəʊ,'ɛko,reflect | mirror | repeat | aftersound | bounceback,echoing | echoing,CET6
contrary,反对命题,"adj, adv, n",'kɒntrərɪ,'kɑntrɛri,opposite | adverse | counter | against | cross | counter | backward | conversely | inversely | inverse | verso,contrarious | contrarily | contrariwise | contrariously | contrarian | contrariety | contrariness | contrariousness,CET6
contradict,反驳，否认,"vi, vt",kɒntrə'dɪkt,'kɑntrə'dɪkt,negative | deny | deny | talk back,contradictory | contradictorily | contradiction | contradictory | contradictoriness,CET6
propagation,繁殖；传播；蔓延,n,",prɒpə'ɡeɪʃən",",prɑpə'geʃən",circulation | breeding | diffusion | spread | reproduction,propagandist | propagative | propagandist | propagator | propagate | propagate,CET6
propagate,传播，普及；繁殖,"vi, vt",'prɒpəgeɪt,'prɑpə'get,breed | transmit | breed | increase,propagandist | propagandistic | propagative | propaganda | propagation | propagandist | propagator | propagandize | propagandize,CET6
toss,翻来覆去,"n, vi, vt",tɒs,tɔs,putting | cast | throw | wap | wallow,tossing,CET6
decree,法令，政令,"n, vi, vt",dɪ'kriː,dɪ'kri,sentence | award | act | ordinance | require | order | command | determine | fate | be doomed to | issue an order,decreed | decreed,CET6
flannel,法兰绒,n,'flæn(ə)l,'flænl,caroset,,CET6
valve,阀，阀门；电子管,,,,,,CET6
originate,发源；首创,"vi, vt",ə'rɪdʒɪneɪt; ɒ-,əˈrɪdʒəˌnet,attract | produce | cause | occasion | operate | happen | occur | proceed,original | originative | originally | original | origin | originality | originator | origination,CET6
spokesman,发言人，代言人,n,'spəʊksmən,'spoksmən,prolocutor | public speaker,,CET6
outlet,发泄（感情等）的方法,n,'aʊtlet,'aʊtlɛt,exit | market | way out,,CET6
incidence,发生率，影响；入射,n,'ɪnsɪd(ə)ns,'ɪnsɪdəns,infection | impression | effect | influence | affection,incident | incidental | incident | incidental,CET6
generate,发生，产生；生成,vt,'dʒenəreɪt,'dʒɛnəret,go on | call into being,generative | generational | generation | generator | generalize | generalize,CET6
invoice,发票，发货清单,n,'ɪnvɒɪs,'ɪnvɔɪs,cargo | commodity,,CET6
detector,发觉者，探测器,n,dɪ'tektə,dɪ'tɛktɚ,finder | discoverer,detective | detectable | detection | detective | detect,CET6
flame,燃烧,"n, v",fleɪm,flem,passion | fire | warmth | set on fire,flamboyant | flaming | flamboyant | flamethrower | flaming,CET6
exert,发挥（威力），施加,vt,ɪg'zɜːt; eg-,ɪɡ'zɝt,handle | to put to use,exertion,CET6
luminous,发光的；夜明的,adj,'luːmɪnəs,'lʊmənəs,distinct | bright | liquid | clear | explicit,luminance | luminary | luminousness,CET6
beam,发光，发热；开怀大笑,"n, vi, vt",biːm,bim,ray | stream | to transmit | send out | irradiate,beaming | beamy | beaming,CET6
motive,发动的，运动的,"n, vt",'məʊtɪv,'motɪv,incentive | goals | intention | topic | purpose | prompt | stir up,motor | motivated | motionless | motivational | motional | motiveless | motion | motivation | motor | motif | motivator | motivity | motivated | motion | motor | motion | motivate | motor,CET6
dynamo,发电机,n,'daɪnəməʊ,'daɪnəmo,electrical machine | electric generator,,CET6
rattle,发出格格声,"n, vt",'ræt(ə)l,'rætl,harp on | go on about sth | jay | chatterer,rattling | rattled | rattling | rattler | rattling | rattled,CET6
dioxide,二氧化物,,daɪ'ɒksaɪd,daɪ'ɑksaɪd,,,CET6
bait,饵；引诱物,"n, vt",beɪt,bet,harry | worry | trouble | tear | induce | gentle | lure,baiting | baiting,CET6
subsequent,尔后的,adj,'sʌbsɪkw(ə)nt,'sʌbsɪkwənt,succeeding | pursuant,subsequently,CET6
whereas,而，却，反之,conj,weər'æz,'wɛr'æz,however | while | nevertheless | but | yet,,CET6
youngster,儿童，少年，年轻人,n,'jʌŋstə,'jʌŋstɚ,young adult | stripling,young | younger | youngish | young | younger | younker,CET6
offspring,儿女，子孙，后代,n,'ɒfsprɪŋ,'ɔfsprɪŋ,child | creation | fruit | seed,,CET6
malice,恶意；蓄意犯罪,n,'mælɪs,'mælɪs,spite | malevolence,malicious | malignant | malevolent | maliciously | malevolently | malignantly | malignant | malignancy | malevolence | maliciousness | malignity,CET6
spite,恶意，怨恨,"n, vt",spaɪt,spaɪt,regardless of | hatred | make a difficulty | exasperate,spiteful | spitefully | spitefulness,CET6
nightmare,恶梦；经常的恐惧,"adj, n",'naɪtmeə,'naɪt'mɛr,paroniria | oneirodynia | terrible | horrible | awesome | fearful | dire,nightmarish,CET6
yoke,轭，牛轭；枷锁,"n, vi, vt",jəʊk,jok,chain | restriction | couple | become one | link | bond | couple | become one | combine,yoking,CET6
deprive,夺去；使（人）失去,vt,dɪ'praɪv,dɪ'praɪv,shear | strip of,deprivation,CET6
mountainous,多山的；山一般的,adj,'maʊntɪnəs,'maʊntənəs,huge | tremendous | enormous | massive | macro,mountain,CET6
windy,多风的，刮风的,adj,'wɪndɪ,'wɪndi,blowy | thrasonical,windward | winded | windless | windward | wind | windward | windage | windiness | winded | wind | wind,CET6
versatile,多方面的；通用的,adj,'vɜːsətaɪl,'vɝsətl,universal | current | utility,versatility,CET6
stew,炖,"n, vi, vt",stjuː,"stu, stju",pot-roast | braise | worry | trouble | simmer | fret one's gizzard,stewed | stewed,CET6
mop,拖把，墩布；洗碗刷,"n, vi",mɒp,mɑp,make faces | pull faces | Mops | swabber,mopper,CET6
halve,对分；平摊,vt,hɑːv,hæv,bisect,half | half | half,CET6
symmetrical,对称的，匀称的,adj,sɪ'metrɪk(ə)l,sɪ'mɛtrɪkl,well-proportioned | meristic,symmetrically | symmetry | symmetrize,CET6
symmetry,对称（性），匀称,n,'sɪmɪtrɪ,'sɪmətri,balance | regularity,symmetrical | symmetrically | symmetrize,CET6
provoke,对…挑衅；激发,vt,prə'vəʊk,prə'vok,fan | egg | anger,provoking | provoked | provocation | provoking | provoked,CET6
resent,对…不满，怨恨,vt,rɪ'zent,rɪ'zɛnt,hate | be down on,resentful | resentfully | resentment,CET6
alignment,排成直线；结盟，联合,n,ə'laɪnm(ə)nt,ə'laɪnmənt,standardization | regulation | calibration | rank,align | align,CET6
assert,断言，宣称；维护,vt,ə'sɜːt,ə'sɝt,maintain | say | submit | stay | advocate,assertive | asserted | assertable | assertively | assertion | asserted,CET6
affirm,断言，证实,"vi, vt",ə'fɜːm,ə'fɝm,declare | to be certain | recognize | confirm on,affirmative | affirmable | affirmatively | affirmative | affirmation,CET6
shortage,短缺，不足额,n,'ʃɔːtɪdʒ,'ʃɔrtɪdʒ,poverty | short of | deficiency | need | drought,short | short | short | shortness | shorten | shorten,CET6
ferry,渡船,vt,'ferɪ,'fɛri,lift | cross | wing,ferryboat | ferrying | ferryman | ferrying,CET6
jealousy,妒忌，嫉妒，猜忌,n,'dʒeləsɪ,'dʒɛləsi,envy | green-eyed monster,jealous | jealously,CET6
cuckoo,杜鹃，布谷鸟,"adj, n",'kʊkuː,'kʊku,gowk | berk | crazy | possessed | mad | daffy,cuckooflower,CET6
gamble,赌博,"n, vi, vt",'gæmb(ə)l,'ɡæmbl,game | venture | lay | put all one's eggs in one basket | shoot the works | risk | throw | gaming | venture | adventure,gambling | gambler | gambling,CET6
jam,堵塞,,dʒæm,dʒæm,,jammed | jamming | jamming,CET6
distinct,清楚的,adj,dɪ'stɪŋ(k)t,dɪ'stɪŋkt,obvious | visible | unique | evident | individual,distinctive | distinguished | distinguishing | distinguishable | distinctly | distinctively | distinction | distinctiveness | distinctness | distinguished | distinguishing | distinguish | distinguish,CET6
solo,独唱，独奏；独唱曲,"adj, adv",'səʊləʊ,'solo,alone | independent | isolated | separate | sole | solely | alone | individually,soloist | solitariness,CET6
dictator,独裁者，专政者,n,dɪk'teɪtə,'dɪktetɚ,autarch | Big Brother,dictatorial | dictatorially | dictation | dictate | dictatorship | dictate | dictate,CET6
linger,逗留，徘徊；拖延,"vi, vt",'lɪŋgə,'lɪŋɡɚ,hang about | wander about | spend | while away,lingering | lingeringly | lingering,CET6
tease,逗乐，戏弄,"n, vi, vt",tiːz,tiz,guy | exact | kid | razz | poke fun at | to make fun of,teasing | teaser,CET6
fighter,战斗机；斗争者,,,,,,CET6
champion,斗士；提倡者,"adj, n, vt",'tʃæmpɪən,'tʃæmpɪən,title | first | encourage | second | back | carry | hand | classical | royal,championship,CET6
insight,洞察力；洞悉，见识,n,'ɪnsaɪt,'ɪn'saɪt,perception | penetration,insightful,CET6
cavity,洞，穴，空腔,n,'kævɪtɪ,'kævəti,recession | hole,cave | cavern | cave | cave | cavern,CET6
jelly,冻，果冻；胶状物,vi,'dʒelɪ,'dʒɛli,agglutinate,jellied | jell | jellied | jell | jellify | jell | jellify,CET6
mobilize,动员，动员起来,vt,'məʊbəlaɪz,'mobəlaɪz,organize | remove | structure | form,mobile | mobile | mobilization | mobilise | mobilise,CET6
grease,动物脂，脂肪,"n, vt",griːs,gris,tamper with | buy over | lipid | fix,greaser,CET6
disturbance,动乱；干扰,n,dɪ'stɜːb(ə)ns,dɪ'stɝbəns,interference | care | obstacle | disorder | worries,disturbing | disturbed | disturber | disturbing | disturbed | disturb | disturb,CET6
kinetic,动力（学）的；活动的,adj,kɪ'netɪk; kaɪ-,kɪ'nɛtɪk,active | excited | sport | living | athletic,kinesthetic | kinematics | kinesiology | kinesis | kinesthesia,CET6
orient,东方；亚洲，远东,"adj, n, vi, vt",'ɔːrɪənt; 'ɒr-,'orɪənt,adapt | condition | suit | season | east | eastern | to the east,oriented | oriental | orientation | oriental | oriented | orientalize | orientate | orientate,CET6
location,定位，测位,n,lə(ʊ)'keɪʃ(ə)n,lo'keʃən,site | situation | spot | lie | where,located | locative | locality | locator | locating | locative | locater | locating | locate | locate,CET6
theorem,定理；原理，原则,n,'θɪərəm,'θiərəm,mechanism | element,theory,CET6
subscribe,订购；认购；预订,"vi, vt",səb'skraɪb,səb'skraɪb,sign | donate money | ink | agree | sign | uphold,subscription | subscriber,CET6
summit,顶点，最高点；极度,,,,,,CET6
sculpture,雕刻品；雕刻（术）,"n, vt",'skʌlptʃə,'skʌlptʃɚ,carving | incision | grave | engrave,sculptural | sculptured | sculpturesque | sculptor | sculpt | sculptress | sculpturer | sculptured | sculpt | sculp | sculpt,CET6
electronics,电子学,n,ɪlek'trɒnɪks; el-,"ɪ,lɛk'trɑnɪks",electronic industry,electronic | electronically | electron,CET6
pressure,大气压力,"n, vt",'preʃə,'prɛʃɚ,heat | compression force | reduce to | compel,pressing | pressurized | pressor | pressingly | press | pressing | pressor | pressing | pressurized | press | press | pressurize,CET6
capacitor,电容器,n,kə'pæsɪtə,kə'pæsɪtɚ,condensing apparatus | capacitance of condenser,capacitive | capacitance,CET6
capacitance,电容，电容量,n,kə'pæsɪt(ə)ns,kə'pæsətns,electric capacity | permittance,capacitive | capacity | capability | capacitor | capaciousness,CET6
electrode,电极；电焊条,n,ɪ'lektrəʊd,ɪ'lɛktrod,electric pole | terminal post,,CET6
electrician,电工，电气技师,n,",ɪlek'trɪʃ(ə)n; ,el-; ,iːl-",ɪ'lɛk'trɪʃən,wireman | electrochemical engineering,electric | electrical | electrochemical | electric | electrification | electrify,CET6
telex,电传，用户电报,,'teleks,'tɛlɛks,,teletypewriter | televise | televise,CET6
kindle,点燃，着火,"vi, vt",'kɪnd(ə)l,'kɪndl,lamp | emblaze | lamp | brighten up,kindling,CET6
geology,地质学；（某地）地质,n,dʒɪ'ɒlədʒɪ,dʒɪ'ɑlədʒi,geologic map | geognosy,geologic | geologically | geologist,CET6
basement,地下室；地窖；底层,n,'beɪsm(ə)nt,'besmənt,undercroft | souterrain,,CET6
geographical,地理的；地区（性）的,,dʒɪə'græfɪk(ə)l,dʒɪə'græfɪkl,,geographically | geography | geographer,CET6
magistrate,地方法官,n,'mædʒɪstrət; -streɪt,'mædʒɪs'tret,jurat,magistracy | magistrature,CET6
mortgage,抵押贷款,,,,,,CET6
hostile,敌对的；不友好的,"adj, n",'hɒstaɪl,ˈhɑstəl,adverse | enemy | opposed | opposition | antagonism,hostility,CET6
whisper,低声地讲；私下说,"n, vi",'wɪspə,'wɪspɚ,aside | collogue,whispered | whispering | whispering | whisperer | whispered,CET6
underestimate,低估，看轻,"n, vt",ʌndər'estɪmeɪt,/ˌʌndərˈestɪmeɪt/,disappreciate | sell short | disappreciation,underestimation,CET6
murmur,低沉连续的声音,"n, vt",'mɜːmə,'mɝmɚ,whispering | susurrus | breathe,murmuring | murmurous | murmuring | murmuring,CET6
equivalent,等面（体）积的,"adj, n",ɪ'kwɪv(ə)l(ə)nt,ɪ'kwɪvələnt,equal | even | countertype | quid pro quo,equivalence,CET6
enroll,登记，招收，参军,"vi, vt",ɪn'rəʊl,ɪn'rol,register | book in | participate in | take part in | go through,enrollment | enrolment | enrolled,CET6
burner,煤气头,n,'bɜːnə,'bɝnɚ,inflamer | combuster,burning | burnt | burned | burnable | burn | burning | burnable | burnt | burned | burn | burning | burn,CET6
triumphant,得胜的；得意洋洋的,adj,traɪ'ʌmf(ə)nt,traɪ'ʌmfənt,successful | made,triumphantly | triumph | triumph,CET6
clatter,得得声，卡嗒声,,'klætə,'klætɚ,,clatterer,CET6
morality,道德，美德，品行,n,məˈræləti,məˈræləti,virtue | excellence,moral | moralistic | morally | moral | moralism | moralist | moralization | moralize | moralise | moralize | moralise,CET6
theft,盗窃，偷窃（行为）,n,θeft,θɛft,ripoff | robbery,,CET6
attendance,到场；出席人数,n,ə'tend(ə)ns,ə'tɛndəns,presence,attendant | attendant | attendee | attender | attend | attend,CET6
between,当中，中间,"adv, prep",bɪ'twiːn,bɪ'twin,entre | intermediately,betwixt | betwixt,CET6
yolk,蛋黄，卵黄,n,jəʊk,jok,vitellus | yelk,,CET6
cartridge,弹药筒,n,'kɑːtrɪdʒ,'kɑrtrɪdʒ,ammo | ammunition,,CET6
detain,扣押，拘留；耽搁,vt,dɪ'teɪn,dɪ'ten,hold | delay,detainment,CET6
simple,单纯的；迟钝的,"adj, n",'sɪmp(ə)l,'sɪmpl,plain | primitive | turkey | put | idiot | stupid,simplified | simply | simplicity | simplification | simpleness | simplism | simplify | simplified,CET6
simplicity,单纯，质朴,,,,,,CET6
fill,担任（职务）；填补,"n, vi, vt",fɪl,fɪl,full of | fulfill | freight | meet | swell with | intumesce | satisfaction | content,filling | filler | filling,CET6
jug,带柄水罐，大壶,"n, vt",dʒʌg,dʒʌɡ,jail | canteen | prison | imprison,,CET6
algebra,代数学,,'ældʒɪbrə,'ældʒɪbrə,,algebraic | algebraical | algebraically | algebraist,CET6
attorney,代理人；辩护律师,n,ə'tɜːnɪ,ə'tɝni,lawyer | deputy | agent | factor | secondary,attorneyship,CET6
deputy,代理人,"adj, n",'depjʊtɪ,'dɛpjuti,agent | representation | factor | secondary | proxy | acting | vice | agent | auxiliary,deputation | deputise | deputize | depute | deputise | deputize,CET6
representative,代表性的；代议制的,"adj, n",reprɪ'zentətɪv,'rɛprɪ'zɛntətɪv,typical | characteristic | deputy | model | behalf of | ambassador,representational | representable | representation | represent | represent,CET6
delegate,代表，委员，特派员,n,"ˈdɛlɪˌɡeɪt; -ɡɪt; (for v.,) ˈdɛlɪˌɡeɪt","ˈdɛləgɪt; (for v.,) ˈdɛləˌgeɪt",representation | deputy | behalf of | ambassador,delegating | delegation | delegating | delegacy | delegating,CET6
gorilla,大猩猩,,gə'rɪlə,ɡə'rɪlə,,,CET6
magnitude,重大；星等,n,'mægnɪtjuːd,'mæɡnɪtud,dimensions | moment | size | importance,,CET6
massacre,大屠杀，残杀,"n, vt",'mæsəkə,'mæsəkɚ,mow down | holocaust | bloodbath,,CET6
stride,大踏步走,"n, vi, vt",straɪd,straɪd,evolution | steps | step over | step over,strider,CET6
embassy,大使馆；大使的职务,n,'embəsɪ,'ɛmbəsi,ambassade | chancellery,,CET6
ambassador,大使，使节,n,æm'bæsədə,æm'bæsədɚ,representation | deputy | behalf of,ambassadorial | ambassadorship | ambassadress,CET6
mansion,大厦，大楼；宅第,n,'mænʃ(ə)n,'mænʃən,palace | edifice,manse,CET6
multitude,大批，大群；大量,n,'mʌltɪtjuːd,"ˈmʌltɪˌtud, -ˌtjud",majority | mass,,CET6
barley,大麦,n,'bɑːlɪ,'bɑrli,hordeum vulgare | Hordeum,barleycorn,CET6
continental,大陆的，大陆性的,"adj, n",kɒntɪ'nent(ə)l,",kɑntɪ'nɛntl",mainland | European | EUR,continent | continent,CET6
infinity,无穷大,n,ɪn'fɪnɪtɪ,ɪn'fɪnəti,boundlessness | without end,infinite | infinitesimal | infinitely | infinite | infinitesimal | infinitude | infiniteness,CET6
steak,大块牛肉；牛排,n,steɪk,stek,beefsteak,,CET6
butt,大酒桶，桶,"n, vt",bʌt,bʌt,behind | joke | ass | rear | hit | impact on,,CET6
largely,主要地,adv,'lɑːdʒlɪ,'lɑrdʒli,mainly | basically | mostly | primarily | freely,large | large | large | largeness,CET6
widely,大大地,adv,'waɪdlɪ,'waɪdli,far and wide | diffusely,wide | widespread | widish | wide | width | wide,CET6
prairie,大草原，牧场,n,'preərɪ,'prɛri,field | steppe,,CET6
smash,打碎，打破，粉碎,"adj, n, vi, vt",smæʃ,smæʃ,comminute | pulverize | interference | conflict | cleaning | war | collision | size reduction | to break up | cool | impressed | marvelous,smashed | smashing | smasher | smashed | smashing,CET6
sneeze,打喷嚏,"n, vi",sniːz,sniz,neeze | sternutation,sneezy | sneezing | sneezer | sneezing,CET6
lighter,打火机，引燃器,n,'laɪtə,'laɪtɚ,pontoon,light | light | light | lighting | lighterage | lighterman | lightship | lighting | light | light,CET6
snore,打鼾，打呼噜,"n, vi, vt",snɔː,snɔr,stertor | drive one's pigs to market | drive one's pigs to market,snorer | snorter,CET6
thresh,打谷，脱粒,"n, vi, vt",θreʃ,θrɛʃ,hash | strike | hit | thrash,thresher,CET6
forge,打（铁等），锻造,"n, vi, vt",fɔːdʒ,fɔrdʒ,furnace | smelter | trump up | to fake | doctor | trump up,forged | forging | forgery | forger | forged | forging,CET6
passport,达到目的的手段,n,'pɑːspɔːt,'pæspɔrt,protection | instrument | shift | road | tool,,CET6
inaccessible,达不到的，难接近的,,ɪnək'sesɪb(ə)l,",ɪnæk'sɛsəbl",,inaccessibly | inaccessibility,CET6
frustrate,挫败,"adj, vi, vt",frʌ'streɪt; 'frʌs-,'frʌstret,defeat | discomfit | founder | come to naught | thwarted | unprofitable,frustrated | frustrating | frustration | frustrated | frustrating,CET6
latent,存在但看不见的,adj,'leɪt(ə)nt,'letnt,potential | hidden | underlying,latency,CET6
frail,脆弱的,"adj, n",freɪl,frel,weak | tender | slight | girl-o | chicklet,frailty | frailness,CET6
fragile,脆弱的；体质弱的,adj,'frædʒaɪl,'frædʒəl,delicate | crumbly,fragility,CET6
crisp,脆的,"adj, vi, vt",krɪsp,krɪsp,fresh | new | fragile | delicate | crimp | curl,crispy | crisply | crispness | crispen | crispen,CET6
catalyst,催化剂；刺激因素,n,'kæt(ə)lɪst,'kætəlɪst,fuel | activator,catalytic | catalytically | catalytic | catalysis,CET6
promotion,促进；提升,n,prə'məʊʃn,prə'moʃən,advancement | acceleration | impetus,promotional | promotive | promoter | promote | promote,CET6
reckless,粗心大意的；鲁莽的,adj,'reklɪs,'rɛkləs,indiscretionary | temerarious,recklessly | recklessness,CET6
vulgar,粗俗的，庸俗的,"adj, n",'vʌlgə,'vʌlɡɚ,popular | low | mainland | coarse | informal | populace | common man,vulgarly | vulgarity | vulgarism | vulgarization | vulgarize,CET6
massive,粗大的；大而重的,adj,'mæsɪv,'mæsɪv,huge | extensive | macro | substantial | tremendous | enormous,mass | massively | mass | massif | massiveness | mass | mass,CET6
harsh,粗糙的；严厉的,adj,hɑːʃ,hɑrʃ,severe | grinding | crude | tight | hard,harshly | harshness | harshen,CET6
jungle,丛林，密林，莽丛,"adj, n",'dʒʌŋg(ə)l,'dʒʌŋɡl,mott | chaparral | backwoods,jungly,CET6
follow,从事（职业），经营,"n, vi, vt",'fɒləʊ,'fɑlo,string along | ambition | string along | go on to | me-tooism | sycophancy,following | following | follower | following,CET6
overflow,从…中溢出,"n, vi, vt",əʊvə'fləʊ,",ovɚ'flo",spill over | flow over | filled with | fresh | flood | flow | fullness | spill,overflowing | overflowing,CET6
smart,刺疼，扎疼，剧痛,"adj, n, vi",smɑːt,smɑrt,hurt | painfulness | intelligent | happy | severe | clever | pretty | bite | sweat,smarting | smartly | smarting | smartness | smarting,CET6
prick,刺（穿）,"adj, n, vi, vt",prɪk,prɪk,cut | pink | smart | thorn | stick up | run through | cocked,prickly | prickle | pricker | pricking | prickling | pricking | prickling | prickle | prickle,CET6
thereafter,此后，以后,adv,ðeər'ɑːftə,",ðɛr'æftɚ",subsequently | thenceforth,therefrom | theretofore,CET6
magnetism,磁；魅力,n,'mægnɪtɪz(ə)m,'mægnə'tɪzəm,appeal | charm,magnetic | magnetized | magnetically | magnet | magnetization | magnetics | magnetometer | magnetisation | magnetograph | magnetized | magnetize | magnetize | magnetise,CET6
porcelain,瓷,"adj, n",'pɔːs(ə)lɪn,ˈpɔrsələn,china | stoneware | china | delicate | fine,,CET6
initial,词首的,adj,ɪ'nɪʃəl,ɪ'nɪʃəl,premier | original,initially | initialization | initialize | initialise,CET6
glossary,词汇表；术语汇编,,'glɒs(ə)rɪ,'ɡlɑsəri,,glossarist,CET6
vocabulary,词汇表，词汇汇编,n,və(ʊ)'kæbjʊlərɪ,və'kæbjəlɛri,lexis,,CET6
stem,词干,"n, vi, vt",stem,stɛm,birth | blood | stock | block | dispute | prohibit | discourage | prevent from | head off,stemmed | stemless | stemmer | stemmed,CET6
poke,戳，刺；伸（头等）,"n, vi, vt",pəʊk,pok,moon | run through | stick | pink | soldier | spine,poker | poker,CET6
lipstick,唇膏，口红,"n, vi",'lɪpstɪk,'lɪpstɪk,lippie | liprouge | rouge,,CET6
stainless,不锈的；纯洁的,adj,'steɪnlɪs,ˈsteɪnlɪs,pure | white,stained | stain | stained | stain | stain,CET6
sheer,纯粹的；全然的,"adj, adv, n, vi, vt",ʃɪə,ʃɪr,strict | absolute | transparent | positive | crystal | very | quite a | yaw | crab | yaw | leeway,,CET6
perpendicular,垂直的,adj,",pɜːp(ə)n'dɪkjʊlə",'pɝpən'dɪkjəlɚ,vertical | standing | orthogonal,perpendicularly | perpendicularity,CET6
author,创造者，创始人,n,'ɔːθə,'ɔθɚ,writer | pen,authorship | authoress,CET6
innovation,创新，改革；新设施,n,ˌɪnəˈveɪʃn,",ɪnə'veʃən",reformation | renovation | renewal,innovative | innovational | innovator | innovativeness | innovate | innovate,CET6
initiative,倡议；新方案,"adj, n",ɪ'nɪʃɪətɪv; -ʃə-,ɪ'nɪʃətɪv,pioneering spirit | autonomous | active | spontaneous,initiatory | initiation,CET6
puff,喘气；喷（烟等）,"n, vi, vt",pʌf,pʌf,expand | belch out | fill | swell with | tumor | knub,puffy | puffery | puffer,CET6
shipwreck,船舶失事,"n, vt",'ʃɪprek,'ʃɪprɛk,perils of the sea | wrecking | cast away | play the devil with,,CET6
report,传说，议论,"n, vi, vt",rɪ'pɔːt,rɪ'pɔrt,advisory | rept | cover | give notice to | message | inform of,reporting | reportable | reportedly | reporting | reportage,CET6
infectious,传染的；感染性的,adj,ɪn'fekʃəs,ɪn'fɛkʃəs,catching | epidemic,infected | infective | infection | infected | infect,CET6
romance,传奇；浪漫文学,"n, vi",rə(ʊ)'mæns; 'rəʊmæns,ro'mæns,legend | affair | cook up | think up,romantic | romantically | romantic | romanticism | romanticist | romanticize | romanticise | romantic | romanticize | romanticise,CET6
herald,传令官；通报者,n,'her(ə)ld,'hɛrəld,precursor | forerunner,heraldic,CET6
missionary,传教士,n,'mɪʃ(ə)n(ə)rɪ,'mɪʃənɛri,Boanerges | preacher,mission | missioner | mission,CET6
sensor,传感器，灵敏元件,n,'sensə,'sɛnsɚ,transducer | SEN,sensational | sensory | sensing | sensorial | sensate | sense | sensation | sensing | sensationalist | sensing | sense,CET6
circular,传单，通报，通函,"adj, n",'sɜːkjʊlə,'sɝkjəlɚ,indirect | cyclic | rounded | notice | advice | information,circulating | circulatory | circulative | circularly | circulation | circularity | circularization | circulating | circulate | circulate | circularise | circularize,CET6
leaflet,传单,n,ˈliːflət,'liflət,circular | lobule,,CET6
convey,传达；传播；转让,vt,kən'veɪ,kən've,communicate | release | transport,conveyable | conveyor | conveyance | conveyancer,CET6
pierce,穿透，戳穿,"vi, vt",pɪəs,pɪrs,cut through | transpierce | come into | go into | get into | enter into,piercing | pierced | piercing | piercing | pierced,CET6
penetration,穿入；渗透,n,penɪ'treɪʃ(ə)n,",pɛnɪ'treʃən",breakthrough | perception | insight | infiltration | intrusion,penetrating | penetrable | penetrability | penetrator | penetrating | penetrate | penetrate,CET6
antenna,触角；天线,n,æn'tenə,æn'tɛnə,Arial | aerial,antennal | antennary,CET6
virgin,处女,"adj, n",'vɜːdʒɪn,'vɝdʒɪn,stainless | pure | white | Parthenos | demi-vierge,virginal | virginity | virginal,CET6
transaction,交易；处理,n,træn'zækʃ(ə)n; trɑːn-; -'sæk-,træn'zækʃən,relations | trade | truck,transactor | transact | transact,CET6
penalty,处罚，刑罚，罚款,n,'pen(ə)ltɪ,'pɛnəlti,fine | amercement,penalization | penalize | penalise,CET6
exclusive,除外的,"adj, n",ɪk'skluːsɪv; ek-,ɪk'sklusɪv,particular | antiforeign | scoop,exclusively | exclusion | exclusiveness | exclude,CET6
notorious,臭名昭著的,adj,nə(ʊ)'tɔːrɪəs,no'tɔrɪəs,infamous | disreputable,notoriously | notoriety,CET6
scandal,丑事，丑闻；耻辱,n,'skænd(ə)l,'skændl,tale | personalities,scandalous | scandalously | scandalmonger | scandalize | scandalise,CET6
specimen,抽样，样品,n,'spesɪmɪn,'spɛsəmən,pattern | swatch,,CET6
extraction,抽出；提取法,n,ɪk'strækʃ(ə)n; ek-,ɪk'strækʃən,birth | origin,extractable | extractible | extract | extractor | extract,CET6
adore,崇拜，爱慕；很喜欢,"vi, vt",ə'dɔː,ə'dɔr,enjoy | worship | love | sweetheart,adorable | adoring | adorably | adoringly | adoration | adorer | adoring,CET6
worship,崇拜；做礼拜,"n, vi, vt",'wə:ʃip,'wɝʃɪp,respect | church | praise | exercise | honor | love | regard | go to church,worshipful | worshipper | worshiper,CET6
bug,虫子；臭虫,"n, vi, vt",bʌg,bʌɡ,fault | trouble | eat | burden | bother | interfere | put out,buggy | bugged | buggy | bugged,CET6
